link,Attraction_Title,Segmento,Attration_rate,Attration_evaluation,Name_of_contributor,Tittle_of_Contribution,Rate_of_contribution,Date_of_contribution,Contribution,Numbers_of_fotos,Attration_Excellent,Attration_Very_good,Attration_Average,Attration_Poor,Attration_Terrible,Reviews_user,Origin_of_contributor,Contributor_activity,Date_of_visit,Helpful_to,Reviews_rating,Reviews_title,Reviews_body,Who_is_asking,Where_the_asker_is_from,Asker_activity,Question,Aswer,Answer_activity,Answer_orign,Answer,Length_of_review,Grupo
NA,Lençóis Piauienses - Ilha Grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miriam397,"-22.72404685,-47.29077865",3010,Feita em 21 de setembro de 2021,1,5,Maravilhoso!!,"Os Lençóis piauenses como não poderia deixar de ser, são simplesmente lindos.Águas transparente, lindas dunas, e com certeza toda esta beleza natural nós encanta.",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Lençóis Piauienses - Ilha Grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natália P,NA,2,Feita em 25 de abril de 2018,0,5,Paraíso,Águas transparentes propicias para banhos e dunas ótimas para prática de esportes radicais como o Sandboard (Capemba na linguagem local).,NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RodrigoBiffi,"-19.9027163,-43.96405015",841,Feita em 17 de outubro de 2022,0,4,Vale  conhecer essa curiosidade,"Quabdo estiver a caminho da praia do Maraba, vale dar uma paradinha para conhecer a árvore penteada.

O acesso ate a atração é através da PI 116 ( pavimentado). Tem um pequeno trecho não pavimentado (uns 400m) mas em bom estado.",NA,NA,NA,NA,NA,NA,NA,NA,41,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prisci2la,"-22.92172375,-43.0457402",412,Feita em 21 de agosto de 2022,0,4,Ótima!,"É no estilo árvore da preguiça, de Jeri, até pq naqueles estados do NE venta muito! A lenda é interessante e engraçada, até, vale uma ida, leitura e fotos. Só não vale tocar, para preservar a árvore e nem sentar nas letrinhas para os próximos poderem ter o mesmo prazer que tivemos!",NA,NA,NA,NA,NA,NA,NA,NA,52,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Douglas_Floripa,"-27.57159545,-48.47027915",3290,Feita em 22 de agosto de 2021,3,2,Totalmente dispensável,"As vezes eu não entendo quem faz avaliações no tripadivisor e da 5 estrelas p algumas atrações como esta.....

É uma árvore em um local abandonado......nada além disto! E que não vale mais de 1 min no local.....simples assim",NA,NA,NA,NA,NA,NA,NA,NA,39,Detrator
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cinthia S,"-16.6958759,-49.30426735",43,Feita em 1 de agosto de 2021,0,4,Vale da parada,Vale a parada para quem percorre de Luis Correa a Barra Grande. Pode render boas fotos se for criativo. Procure horários mais cedo para evitar filas.,NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ehbondinho,"-5.0937396,-42.74107815",23,Feita em 2 de fevereiro de 2021,0,5,natureza,parada obrigatória pra quem vai conhecer o litoral piauiense. Arvore isolada de tudo e com um formato bem curioso.,NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anacampos26,"-23.6824124,-46.5952992",189,Feita em 10 de março de 2020,2,5,Interessante a direção que a árvore tomou em virtude do vento.,"Divertido tirar fotos como se estivéssemos empurrando ou puxando a árvore. O local é muito aberto, e pelo calor que faz, vale a sombra que ela proporciona.",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sariza C,"-7.21094675,-48.2173661",34,Feita em 21 de janeiro de 2020,1,5,Lindaaaaaa,Vale a pena ir lá! É rapidinho e a vista eh linda! Sentar e meditar à sombra dela. Tem uma placa indicativa de onde entrar.,NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luciana de Souza,NA,9,Feita em 3 de janeiro de 2020,0,5,Legal,Eu e meus parentes fomos lá só pra tirar foto mesmo mas com uma certa vergonha haha porque todo mundo tira foto lá. Mas é engraçado dá uma passadinha por lá.,NA,NA,NA,NA,NA,NA,NA,NA,31,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor Almeida,"-5.0937396,-42.74107815",251,Feita em 1 de outubro de 2019,0,4,Pitoresca no meio do nada!,"Entre a praia de Carnaubinhas e a de Macapá, você avista essa bela árvore no meio do nada, no deserto. Vale a pena parar e tirar foto.",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angelica L,NA,3,Feita em 15 de agosto de 2019,0,5,Passeio.,"Fiquei encantada com o litoral do Piauí, um paraíso pouco explorado.  A árvore penteada é linda! A natureza é impressionante.  Amei os dias que passei em Luiz Corrêa,Pi.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raquel L,"-23.80473775,-46.53175045",214,Feita em 2 de agosto de 2019,1,4,Bonito lugar,"Vale a pena parar para tirar uma foto desta árvore que, realmente, parece que foi penteada. Também uma foto do entorno vale a pena",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euclides Bugs,"-23.6824124,-46.5952992",38,Feita em 28 de julho de 2019,0,4,curioso,"esta árvore pitoresca e desta maneira por causa dos ventos da região. Neste local não faz muito calor pois sempre tem ventos, o que deixou esta arvore atrofiada. Visita e foto obrigatório",NA,NA,NA,NA,NA,NA,NA,NA,32,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marinezcardoso,"-15.7759057,-47.79711685",44,Feita em 2 de julho de 2019,1,5,Atrações interessantes.,"É uma atração bem interessante, as arvores nessa região parecem que estão sempre empurradas pelo vento para a mesma direção, a paisagem é linda, muitas dunas de areia branca, vale visitar a lagoa do portinho também, tudo muito lindo.",NA,NA,NA,NA,NA,NA,NA,NA,39,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robson Meireles,"-23.52344305,-46.1959357",87,Feita em 10 de março de 2019,0,4,Cartão Postal,"Se você estiver em Luis Correia, indo na direção da Praia de Macapá, vale a pena parar na Árvore Penteada, tirar algumas fotos e ficar imaginando o que a ação dos ventos no local foi capaz de fazer!",NA,NA,NA,NA,NA,NA,NA,NA,38,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rilza O,"-15.7759057,-47.79711685",235,Feita em 18 de dezembro de 2018,0,4,Passeio,"É uma árvore que está no meio do nada, que se encontra na direção da praia de atalaia indo para a praia grande . Interessante é a maneira que ela ficou.",NA,NA,NA,NA,NA,NA,NA,NA,31,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CostaOgura,"42.579004,-83.14804895",472,Feita em 10 de dezembro de 2018,0,5,Parada Obrigatória,Estar em Luiz Correia e não visitar a famosa Árvore Penteada é quase que não ir à Luiz Correia.  O famoso pé de Tamarindo que o vento cuidadosamente penteia todos os dias dando-lhe esta forma única.,NA,NA,NA,NA,NA,NA,NA,NA,36,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOSELMA SOARES ... S,"-5.0937396,-42.74107815",14,Feita em 9 de novembro de 2018,0,5,pura natureza,"arvore de uma beleza sem explicação dizem a lenda que quem  pegar na arvore a pessoa não fica solteiro a de encontra um amor, é imagem que vc não pode deixar falta no seu álbum de viagem.",NA,NA,NA,NA,NA,NA,NA,NA,37,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elvis Fernandes,NA,13,Feita em 5 de novembro de 2018,0,5,Arvore curiosa.,Para quem esta na estrada rumo as praias mais bonitas de Piaui vale a parada rápida nessa arvore curiosa. Ela é bonita e diferente.,NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camila M,NA,9,Feita em 3 de outubro de 2018,0,5,Bonito de ver,"ponto turístico que vale  apena tirar uma foto não custa nada, lugar agradável e ventilado para quem quiser descansar e refletir como a natureza é perfeita mesmo com toda ação do vento a a arvore continua linda.",NA,NA,NA,NA,NA,NA,NA,NA,37,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nelma S,"-23.6824124,-46.5952992",44,Feita em 4 de agosto de 2018,0,4,Ponto turistico da cidade,Vale a pena para para uma foto. No mínimo interessante ver como a natureza é caprichosa. É um ponto tradicional onde todos param para tirar uma foto. Semelhante a arvore da preguiça que existe em Jericoacoara.,NA,NA,NA,NA,NA,NA,NA,NA,36,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Karina D,"-5.0937396,-42.74107815",336,Feita em 30 de abril de 2018,2,5,Um ação da natureza,No meio do caminho. Entre Coqueiro e Macapá uma árvore se destaca. Com a ação da natureza a arvore foi toda pra o lado. Linda de ser.,NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carlos Eduardo d,"-2.5606322,-44.258122",26,Feita em 6 de abril de 2018,1,5,Vista de hipnotizar qualquer um,"A árvore penteada é um lugar bacana para tirar fotos junto a ela, mas o que me chamou a atenção foi a vista ao redor da árvore, um campo bem grande com a praia no fundo e algumas árvores, é uma natureza tão preservada que dá a sensação de paz e tranquilidade. Quando eu fui, bem ao lado da árvore tinha uma gaivota que estava bastante agitada com a quantidade de pessoas no local, depois eu percebi que ela estava com 3 filhotes. Me senti dentro de um documentário do Animal Planet.",NA,NA,NA,NA,NA,NA,NA,NA,92,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arandrevb,"-15.7759057,-47.79711685",12,Feita em 13 de janeiro de 2018,0,5,Natureza perfeita,"Exemplo de resiliência e harmonia. Para manter-se viva, este pé de Tamarindo adaptou-se ao ambiente em que está plantado. Por ser local de vento forte, sua copa formou-se na direção do vendo. Belíssima!",NA,NA,NA,NA,NA,NA,NA,NA,33,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GuimaraPerpetuo,"-16.6958759,-49.30426735",514,Feita em 5 de janeiro de 2018,2,4,Natureza beleza,"Essa árvore e a mostra de como a natureza pode gerar beleza de algo tão comum como uma simples árvore. O local e de fácil acesso, rápido e não tem nada de estrutura para apoiar os visitantes. E algo para não perder e não gastar mais que 5 minutos. Vale a pena se estive a caminho de Luís Correia ou da Barra Grande",NA,NA,NA,NA,NA,NA,NA,NA,63,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,helio j,"-21.1163852,-42.9349799",10,Feita em 19 de dezembro de 2017,0,5,a natureza e realmente perfeita tive o prazer de conhecer e fotografar essa arvore so mesmo estando ali para ver,"ela fica no caminho do resort carnaubinha, paramos para poder ver de perto, contemplar e tirar lindas fotos. é um presente da natureza e que os moradores locais preservam com todo carinho",NA,NA,NA,NA,NA,NA,NA,NA,32,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jayne M,NA,35,Feita em 18 de dezembro de 2017,0,5,Linda!,"Passar em Luiz Correia e não tirar foto nessa árvore não adianta! Rsrsrs
É no meio do nada, da BR vc vê, entra em uma estrada de piçarra e em dois minutos chega perto dela, mas ao redor não tem nada mesmo!",NA,NA,NA,NA,NA,NA,NA,NA,42,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MMR,"-22.5688278,-48.6357383",748,Feita em 30 de julho de 2017,0,4,Bom,Uma árvore  que com a ação da natureza apresenta um formato diferente rende umas fotos diferentes. Uma atração turística,NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celio D,NA,363,Feita em 19 de julho de 2017,1,4,Uma árvore diferente,"Interessante não só a árvore, que parece que foi penteada para o lado, mas a paisagem como um todo, clima bucólico.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EliSouza,"-3.79331445,-38.51961525",6,Feita em 11 de julho de 2017,0,5,Interessante,"Impressionante a formação dessa arvore, nos faz pensar nas belezas criadas por Deus que são dificeis de explicar.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matheus M,"-2.93048835,-41.7306631",31,Feita em 1 de julho de 2017,1,5,Atração indispensável,"A arvore penteada é uma as atrações turísticas mais famosas de Luís Correia, vale a apena dar uma passada por lá e tirar um foto daquelas bem tradicional.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cordovamc,"-27.57159545,-48.47027915",670,Feita em 14 de junho de 2017,0,5,Árvore de tamarindo penteada...!,"Um ponto turístico de Luis Correia, uma árvore famosa devido à sua forma diferente. Devido aos ventos a maior parte do ano, esse tamarineiro foi ficando desse formato. É algo curioso, além de muito bonito. Uma paradinha rápida para fotos, pois ficam lindas com o céu azul!",NA,NA,NA,NA,NA,NA,NA,NA,47,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pedro L,"-5.0937396,-42.74107815",1750,Feita em 12 de junho de 2017,0,4,Parada para foto.,Parada rápida obrigatoria na estrada entre Luis Correia e Maramar. Muitas pessoas param para registrar a foto com a família e amigos.,NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isac F,"-5.1073053,-42.85006625",23,Feita em 9 de maio de 2017,0,4,Atração na região,"É uma atração bastante interessante para quem vai em Luis Correia, bastante requisitado para fotos. Ótima oportunidade para conhecer outras praias próximas.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nadja V,"-5.0937396,-42.74107815",43,Feita em 26 de abril de 2017,0,4,Diferente,"A árvore penteada tem esse nome porque, devido ao vento, seu tronco ficou inclinado. É uma atração interessante, mas que recentemente foi pixada por vândalos.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wanderson N,NA,4,Feita em 23 de janeiro de 2017,0,5,Muito Interessante.,"é um local bem visitado, eu confirmo, é uma Árvore com um encanto a mais, cartão postal da cidade de luis correia, parada obrigatória para os turistas.",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FrancResend,"-5.0937396,-42.74107815",74,Feita em 12 de janeiro de 2017,0,5,Linda,Ponto turístico que não pode ser deixado de lado. A beleza de ver como esta arvore é faz você ficar deslumbrado.,NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Árvore Penteada - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oscar Luiz 🇧🇷,"-15.61440735,-56.041807",8197,Feita em 11 de novembro de 2016,2,4,Curioso pé de Tamarindo!,"A ""Árvore Penteada"" é uma atração do litoral piauiense, que se torna ""parada obrigatória"" para os turistas para apreciar e fotografar esse pé de Tamarindo que cresceu a mercê de ventos de até 70 quilômetros por hora, deixando sua copa com um interessante formato lateralizado.
Fica entre a Praia dos Coqueiro e a Praia de Miramar e por ser tão popular, ganhou um poço para regá-la, um ""calçamento"" no seu entorno e um banco para que se possa tirar fotos mais ""produzidas"".
É uma visita rápida, mas que vale a curiosidade.
Parabéns ao pessoal do Tripadvisor por tê-la incluído aqui como atração!",NA,NA,NA,NA,NA,NA,NA,NA,102,Promotor
https://www.tripadvisor.com.br/Attraction_Review-g2348900-d4057351-Reviews-Itaqui_Beach-Luis_Correia_State_of_Piaui.html,Praia Itaqui - Luís Correia,Sol e Praia,5,64,NA,NA,NA,NA,NA,NA,51,12,1,0,0,Elisangela,"-22.4839136,-43.18295715",292,Feita em 28 de janeiro de 2023,0,4,Itaqui,"A praia é linda. A vista do farol é muito bonita( lembrando que não é possível entrar no local, a visita é só pelo lado externo). Falta infraestrutura variada para os turistas. O final da tarde é belíssimo de se apreciar dessa praia.",NA,NA,NA,NA,NA,NA,NA,NA,43,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Katia L,"-5.0937396,-42.74107815",22,Feita em 12 de fevereiro de 2020,2,4,Para quem gosta de sossego,"A praia é linda. A música do restaurante é agradável. O acesso foi pela pousada Vila Itaqui. No lugar se formam piscinas naturais, o que é excelente para quem tem crianças. Caminhar por essa praia é maravilhoso, poucas pessoas e nenhum vendedor ambulante. A pessoa curte a paisagem na paz.",NA,NA,NA,NA,NA,NA,NA,NA,50,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joice L,"-5.0937396,-42.74107815",6,Feita em 31 de dezembro de 2019,2,5,muito bom,"praia de aguas calmas e localização privilegiada, para os que preferem descanso essa praia é uma otima opção, com aguas mornas e ondas suaves..conseguimos aproveitar bem o tempo que estivemos.........",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeane,"-5.0937396,-42.74107815",17,Feita em 6 de agosto de 2019,3,5,Muito Bom,"A pousada Vila Itaqui é ótima mas é cara, o restaurante tem um bom cardápio mas os pratos são individuais e caros também. A praia é maravilhosa a música ambiente é muito agradável, o bangalô é bem confortável, gostamos bastante.",NA,NA,NA,NA,NA,NA,NA,NA,40,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MarciaCris,"-20.07572725,-43.89263395",1958,Feita em 23 de maio de 2019,1,4,Paz e sossego,"Acessível pela Praia do Coqueiro ou pelo condomínio Barramares, esta praia, ainda escondida e privada, é um espetáculo a parte no litoral do Piauí. Com dunas, falésias, vegetação rasteira e piscinas naturais, a praia é um refúgio, diferente de todas as outras praias da região. Sem barracas de praia, nem ambulantes é perfeita para quem busca tranquilidade.",NA,NA,NA,NA,NA,NA,NA,NA,57,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Romário Reis,"-9.26481775,-44.5470562",23,Feita em 12 de maio de 2019,0,5,Lugar de paz e sossego,"Uma praia ideal para quem busca paz de espírito e conexão com a natureza, tem a Pousada Vila Itaqui que tem um restaurante aberto ao público com uma comida deliciosa e um ótimo atendimento, amei esse lugar",NA,NA,NA,NA,NA,NA,NA,NA,37,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carolinne FG,"-2.5606322,-44.258122",100,Feita em 5 de março de 2019,1,4,Perfeita!,"Amamos esse cantinho do Paraíso! Ficamos no Vila Itaqui e apesar do dia nublado, adoramos o lugar. Aperitivos gostosos, praia praticamente privativa, mar gostoso. Ideal para crianças! Super indico!",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mundo_gigii19,"-7.21094675,-48.2173661",980,Feita em 6 de janeiro de 2019,0,4,Água quentinha,"Praia limpa, água clara e quentinha. Quando fomos estava nublado, então não tivemos o prazer de curtir o por do sol. Boa para kit surf.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eneida Caldas d... M,"-19.9027163,-43.96405015",13,Feita em 19 de novembro de 2018,0,5,Praia excelente. Local tranquilo com pouca agitação.,"A Pousada Vila Itaqui é aberta ao público e oferece uma excelente estrutura, com ótimos tira gostos, banheiros limpos e sombra em suas barracas. Recomendo.",NA,NA,NA,NA,NA,NA,NA,NA,25,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOSELMA SOARES ... S,"-5.0937396,-42.74107815",14,Feita em 9 de novembro de 2018,1,5,hotel maravilhoso,"excelente acomodações, local rustico de decoração agradável e com funcionários preparados para um bom atendimento.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Christiane I,"-20.78405005,-49.35943455",7,Feita em 23 de setembro de 2018,0,5,Recomendo,"A praia é excelente pra quem gosta de tranquilidade. O mar é tranquilo, limpo e na maré baixa forma umas piscinas. O acesso é fácil, pode ser utilizado o restaurante e quiosques da pousada Vila Itaqui por não hóspedes, tem estacionamento e essa ponta da praia é maravilhosa. Uma das melhores praias do Piauí. Na ponta que dá pra avistar o farol, se chegar com a maré alta, cuidado com os corais.",NA,NA,NA,NA,NA,NA,NA,NA,72,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paulo,"-15.7759057,-47.79711685",15,Feita em 30 de julho de 2018,0,4,PRAIA,"Praia tranquila, com pouco movimento, ótimo para crianças. Falta um pouco de infraestrutura, mas no geral é bonita, com um por do sol deslumbrante.",NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antonio C Machado,"-3.79331445,-38.51961525",100,Feita em 24 de julho de 2018,0,5,O local conjuga pousada para hóspedes com barraca de praia para visitantes.,"Visitei a barraca de praia, que é muito organizada e bem estruturada. Cardápio de iguarias regionais, com destaque para o petisco denominado ""dados de tapioca com queijo"", uma delícia. São uns quadrados feitos com goma de mandioca recheados e fritos, ficando crocantes e saborosos. A praia fica restrita praticamente aos que estão na barraca (hóspedes e visitantes), devido á distância com outras. Maré mansa e boa para banho. Vale a pena visitar.",NA,NA,NA,NA,NA,NA,NA,NA,72,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor Almeida,"-5.0937396,-42.74107815",251,Feita em 16 de janeiro de 2018,1,5,Praia espetacular,"Uma das três melhores praias do litoral piauiense. Entre pela Pousada Vila Itaqui, fique no restaurante da pousada, que fica na ponta da praia. Praia que cria algumas piscinas naturais, sem muita onda, areia gostosa de ficar e agua morninha. Não vou a Luis Correia sem passar em Itaqui.",NA,NA,NA,NA,NA,NA,NA,NA,49,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arandrevb,"-15.7759057,-47.79711685",12,Feita em 13 de janeiro de 2018,1,5,Maravilhosa!!!!,"Uma delícia de lugar. Aconchegante, limpo, atendimento perfeito, formação de piscina natural, prática de kitesurf.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robson G,"-23.6824124,-46.5952992",698,Feita em 25 de dezembro de 2017,2,5,Delicioso lugar,"Conhecemos esta deliciosa praia como visitantes na Pousada Itaqui, a qual dispõe de 6 bangalôs cobertos na areia para conforto de todos. Atendimento gentil e rápido nos serviu as porções e bebidas pedidas. A praia é bastante virgem, com águas limpas e mornas - Cuidado com a maré que puxa muito!!!!!",NA,NA,NA,NA,NA,NA,NA,NA,51,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Douglas Oliveira,"-23.6665376,-46.44096495",161,Feita em 30 de maio de 2017,1,5,Lugar que traz paz,Praia pouco movimentada e simplesmente linda. Estive nela numa sexta-feira e com a praia praticamente deserta pude contemplar o por do sol (pena que estava um pouco nublado nesse dia). Tem uma pousada muito bem estruturada e atrás dessa pousada fica o Farol do Itaqui onde próximo a ele formam-se algumas dunas em que é possível subir e ver o sol se pondo no mar entre os coqueiros da pousada. Vale a pena demais.,NA,NA,NA,NA,NA,NA,NA,NA,74,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geórgia Gallas,"-5.0937396,-42.74107815",79,Feita em 24 de abril de 2017,1,5,OTIMA,"Lugar bem legal, alem de ser uma pousada com chalés rústicos, tem também um ótimo restaurante. A praia é tranquila. Super recomendo. O por do sol é um ótimo programa pra um fim de tarde.",NA,NA,NA,NA,NA,NA,NA,NA,35,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCPTD,"-23.6248845,-46.5649079",360,Feita em 21 de abril de 2017,0,5,Perfeita,"A praia tem a maravolhosa beleza das demais que a cercam. O que diferencia é a estrutura para o frequentador,  que é a melhor para quem não está hospedado em Itaqui. Há banheiros e restaurante. A praia é pequena e pouco frequentada.",NA,NA,NA,NA,NA,NA,NA,NA,42,Promotor
